nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0001596	Pier Paolo Pasolini	1922	1975	writer,director,actor	tt0065622,tt0073650,tt0058715,tt0050783
nm0001597	Mandy Patinkin	1952	\N	actor,producer,soundtrack	tt1796960,tt0093779,tt0094631,tt0099422
nm0001598	Robert Patrick	1958	\N	actor,producer,archive_footage	tt0103064,tt0133751,tt0106912,tt0419946
nm0001599	Will Patton	1954	\N	actor,soundtrack,archive_footage	tt0119925,tt0120591,tt0093640,tt0265349
nm0001600	Adrian Paul	1959	\N	actor,producer,director	tt0103442,tt0144964,tt0299981,tt0812352
nm0001601	David Paymer	1954	\N	actor,director,producer	tt0113161,tt0120202,tt0112346,tt0385267
nm0001602	Guy Pearce	1967	\N	actor,director,producer	tt0209144,tt0119488,tt2345737,tt0887912
nm0001603	Sam Peckinpah	1925	1984	writer,director,producer	tt0065214,tt0067800,tt0086058,tt0068638
nm0001604	Nia Peeples	1961	\N	actress,producer,director	tt0083412,tt0297162,tt0106168,tt0097179
nm0001605	Amanda Peet	1972	\N	actress,writer,producer	tt0391304,tt1190080,tt0190138,tt0309698
nm0001606	Chris Penn	1965	2006	actor,producer,director	tt0105236,tt0108122,tt0108399,tt0087277
nm0001607	Sydney Penny	1971	\N	actress,producer,writer	tt0089767,tt0085101,tt0065272,tt1578873
nm0001608	Barry Pepper	1970	\N	actor,producer,executive	tt0431377,tt1403865,tt0120689,tt8364368
nm0001609	Rosie Perez	1964	\N	actress,miscellaneous,director	tt0105812,tt0106881,tt0108451,tt0102536
nm0001610	Elizabeth Perkins	1960	\N	actress,producer,archive_footage	tt2649356,tt12614214,tt0439100,tt5555260
nm0001611	Max Perlich	1968	\N	actor,miscellaneous,archive_footage	tt0115639,tt0106582,tt0097240,tt0110478
nm0001612	Matthew Perry	1969	2023	actor,producer,writer	tt0108778,tt0485842,tt0190138,tt0119141
nm0001613	Bernadette Peters	1948	\N	actress,soundtrack,archive_footage	tt0079367,tt0082894,tt0118617,tt0176357
nm0001614	Lori Petty	1963	\N	actress,writer,producer	tt0114614,tt0104694,tt0106965,tt0102685
nm0001615	Elizabeth Peña	1959	2014	actress,director,archive_footage	tt0120812,tt0116905,tt0093378,tt0317705
nm0001616	Mekhi Phifer	1974	\N	actor,producer,director	tt0108757,tt0322589,tt0363547,tt0298203
nm0001617	Lou Diamond Phillips	1962	\N	actor,director,writer	tt0115956,tt0120609,tt0094027,tt0093378
nm0001618	Joaquin Phoenix	1974	\N	actor,producer,director	tt0358273,tt0172495,tt1798709,tt1560747
nm0001619	Summer Phoenix	1978	\N	actress,soundtrack,archive_footage	tt0247199,tt0133751,tt0133189,tt0348155
nm0001620	Slim Pickens	1919	1983	actor,writer,stunts	tt0057012,tt0071230,tt0068638,tt0078723
nm0001621	Bronson Pinchot	1959	\N	actor,soundtrack,archive_footage	tt0108399,tt0086200,tt0109254,tt0086960
nm0001622	Danny Pintauro	1976	\N	actor,archive_footage	tt0085382,tt0086827,tt0048845,tt1791827
nm0001623	Maria Pitillo	1966	\N	actress,archive_footage	tt0120685,tt0103939,tt0108399,tt0110632
nm0001624	Oliver Platt	1960	\N	actor,producer,archive_footage	tt0108333,tt0139414,tt0182789,tt0870111
nm0001625	Amanda Plummer	1957	\N	actress,writer,archive_footage	tt0110912,tt2190165,tt0101889,tt8806524
nm0001626	Christopher Plummer	1929	2021	actor,producer,music_department	tt1532503,tt0140352,tt3704050,tt5294550
nm0001627	Sidney Poitier	1927	2022	actor,director,producer	tt0061811,tt0057251,tt0061735,tt0051525
nm0001628	Sydney Pollack	1934	2008	director,producer,actor	tt0084805,tt0465538,tt0120663,tt0089755
nm0001629	Kevin Pollak	1957	\N	actor,producer,writer	tt0114814,tt0146675,tt0327247,tt0104257
nm0001630	Tracy Pollan	1960	\N	actress,producer,archive_footage	tt0203259,tt0094799,tt0105483,tt0252133
nm0001631	Sarah Polley	1979	\N	actress,director,writer	tt0314412,tt0120255,tt0363547,tt0139239
nm0001632	Teri Polo	1969	\N	actress,archive_footage	tt0212338,tt0290002,tt0115571,tt0970866
nm0001633	Annie Potts	1952	\N	actress,producer,soundtrack	tt0087332,tt1979376,tt0091790,tt0090418
nm0001634	CCH Pounder	1952	\N	actress,producer,archive_footage	tt0286486,tt0499549,tt1538403,tt0107978
nm0001635	William Powell	1892	1984	actor,soundtrack,archive_footage	tt0025878,tt0028010,tt0039566,tt0039811
nm0001636	Priscilla Presley	1945	\N	actress,producer,writer	tt0102510,tt0095705,tt0110622,tt0098987
nm0001637	Vincent Price	1911	1993	actor,miscellaneous,writer	tt0066740,tt0051744,tt0037008,tt0049833
nm0001638	Jürgen Prochnow	1941	\N	actor,producer,soundtrack	tt0087182,tt0082096,tt0116209,tt0113492
nm0001639	Alex Proyas	1963	\N	director,writer,producer	tt0118929,tt0343818,tt0448011,tt0109506
nm0001640	Richard Pryor	1940	2005	actor,writer,producer	tt0086393,tt0082121,tt0098282,tt0081562
nm0001641	Vincent Perez	1964	\N	actor,director,writer	tt3026488,tt26656821,tt0110963,tt28106865
nm0001642	Randy Quaid	1950	\N	actor,producer,writer	tt0116629,tt0070290,tt0097958,tt0116778
nm0001643	Linnea Quigley	1958	\N	actress,producer,camera_department	tt0089907,tt0093624,tt0088117,tt0082467
nm0001644	Aidan Quinn	1959	\N	actor,producer,director	tt0106387,tt0120791,tt0817177,tt0110322
nm0001645	Serge Ladouceur	1952	\N	cinematographer,producer,camera_department	tt21275092,tt0460681,tt0310851,tt0120574
nm0001646	Ted Raimi	1965	\N	actor,writer,director	tt18815410,tt8762206,tt0098936,tt7325622
nm0001647	Claude Rains	1889	1967	actor,miscellaneous,soundtrack	tt0034583,tt0024184,tt0038787,tt0031679
nm0001648	Charlotte Rampling	1946	\N	actress,writer,camera_department	tt3544082,tt0324133,tt1527186,tt2094766
nm0001649	Anne Ramsey	1929	1988	actress,archive_footage	tt0089218,tt0094142,tt0096061,tt0080377
nm0001650	Michael Rapaport	1970	\N	actor,director,producer	tt0149261,tt0108399,tt0115639,tt0216216
nm0001651	Basil Rathbone	1892	1967	actor,writer,miscellaneous	tt0029843,tt0035317,tt0036348,tt0032762
nm0001652	John Ratzenberger	1947	\N	actor,director,producer	tt0083399,tt0114709,tt0317219,tt0910970
nm0001653	Stephen Rea	1946	\N	actor,writer,soundtrack	tt0104036,tt0434409,tt0110148,tt0112681
nm0001654	Ronald Reagan	1911	2004	actor,production_manager,miscellaneous	tt0034946,tt0030731,tt0036430,tt0058262
nm0001655	Lynn Redgrave	1943	2010	actress,soundtrack,archive_footage	tt0120684,tt0060453,tt0117631,tt0362269
nm0001656	Donna Reed	1921	1986	actress,soundtrack,archive_footage	tt0038650,tt0045793,tt0051267,tt0049005
nm0001657	Oliver Reed	1938	1999	actor,soundtrack,archive_footage	tt0172495,tt0063385,tt0078908,tt0080658
nm0001658	Robert Reed	1932	1992	actor,director,soundtrack	tt0063878,tt0075485,tt0074048,tt0075572
nm0001659	Christopher Reeve	1952	2004	actor,producer,miscellaneous	tt0078346,tt0081534,tt0086393,tt0094074
nm0001660	George Reeves	1914	1959	actor,director,miscellaneous	tt0044231,tt0031381,tt0044091,tt0041096
nm0001661	Rob Reiner	1947	\N	actor,writer,producer	tt0066626,tt0088258,tt0993846,tt0160916
nm0001662	Judge Reinhold	\N	\N	actor,producer,director	tt0086960,tt0083929,tt0092644,tt0111070
nm0001663	Paul Reiser	1956	\N	actor,writer,producer	tt0103484,tt0090605,tt2582802,tt0086960
nm0001664	James Remar	1953	\N	actor,soundtrack,archive_footage	tt0420896
nm0001665	Lee Remick	1935	1991	actress,soundtrack,archive_footage	tt0075005,tt0052561,tt0055895,tt0057681
nm0001666	Debbie Reynolds	1932	2016	actress,producer,writer	tt0045152,tt0058708,tt0119360,tt0051051
nm0001667	Jonathan Rhys Meyers	1977	\N	actor,producer,soundtrack	tt3300980,tt2306299,tt0758790,tt0437714
nm0001668	Kim Richards	1964	\N	actress,producer,archive_footage	tt0074156,tt0462200,tt1075417,tt0072951
nm0001669	Miranda Richardson	1958	\N	actress,soundtrack,archive_footage	tt0104036,tt0278731,tt0274558,tt0162661
nm0001670	Natasha Richardson	1963	2009	actress,producer,soundtrack	tt0120783,tt0348505,tt0099731,tt0252076
nm0001671	Diana Rigg	1938	2020	actress,costume_department,costume_designer	tt9639470,tt0064757,tt0944947,tt0096656
nm0001672	Joan Rivers	1933	2014	writer,actress,producer	tt0094012,tt1300854,tt0111127,tt0078133
nm0001673	Jason Robards	1922	2000	actor,soundtrack,archive_footage	tt0074119,tt0175880,tt0064116,tt0098067
nm0001674	Chris Rock	1965	\N	producer,actor,writer	tt2784678,tt0398165,tt0325537,tt0351283
nm0001675	Robert Rodriguez	1968	\N	producer,writer,director	tt0104815,tt0462322,tt0287717,tt0401792
nm0001676	Nicolas Roeg	1928	2018	camera_department,director,cinematographer	tt0069995,tt0067959,tt0074851,tt0100944
nm0001677	Ginger Rogers	1911	1995	actress,soundtrack,archive_footage	tt0032671,tt0035019,tt0044916,tt0032946
nm0001678	Roy Rogers	1911	1998	actor,producer,writer	tt0036725,tt1409024,tt0037018,tt0037535
nm0001679	Mark Rolston	1956	\N	actor,sound_department,writer	tt0111161,tt0090605,tt0120812,tt0407887
nm0001680	Robert Romanus	1956	\N	actor,soundtrack,archive_footage	tt0083929,tt1017451,tt0156146,tt0083412
nm0001681	George A. Romero	1940	2017	producer,writer,director	tt0418819,tt0848557,tt0063350,tt0095652
nm0001682	Mickey Rooney	1920	2014	actor,producer,director	tt0057193,tt0031066,tt0054698,tt0076538
nm0001683	Roseanne Barr	1952	\N	producer,actress,writer	tt0094540,tt0100050,tt0101917,tt0098309
nm0001684	Katharine Ross	1940	\N	actress,writer,soundtrack	tt0061722,tt0064115,tt0246578,tt0073747
nm0001685	Rick Rossovich	1957	\N	actor,camera_department,archive_footage	tt0092099,tt0093886,tt0088247,tt0100232
nm0001686	Cynthia Rothrock	1957	\N	actress,producer,director	tt3393762,tt8840400,tt9626986,tt0099260
nm0001687	Gena Rowlands	1930	\N	actress,miscellaneous,writer	tt0332280,tt0072417,tt0119313,tt0397101
nm0001688	Alan Ruck	1956	\N	actor,soundtrack,archive_footage	tt0117998,tt0111257,tt0091042,tt0111280
nm0001689	Mercedes Ruehl	1948	\N	actress,soundtrack,archive_footage	tt0101889,tt0095593,tt0094737,tt0093936
nm0001690	Jennifer Runyon	1960	\N	actress,producer,soundtrack	tt0087332,tt0096376,tt0088333,tt0095362
nm0001691	Geoffrey Rush	1951	\N	actor,producer,writer	tt1504320,tt0138097,tt0180073,tt0325980
nm0001692	Ken Russell	1927	2011	director,writer,actor	tt0066993,tt0066858,tt0073812,tt0080360
nm0001693	Eva Marie Saint	1924	\N	actress,producer,soundtrack	tt0047296,tt0053125,tt0348150,tt1837709
nm0001694	Meredith Salenger	1970	\N	actress,miscellaneous,soundtrack	tt0089385,tt0097236,tt0095736,tt0139414
nm0001695	George Sanders	1906	1972	actor,writer,soundtrack	tt0042192,tt0032976,tt0037988,tt0033873
nm0001696	Julian Sands	1958	2023	actor,assistant_director,soundtrack	tt0091867,tt0102511,tt0098622,tt0099052
nm0001697	Chris Sarandon	1942	\N	actor,soundtrack,producer	tt0107688
nm0001698	John Savage	\N	\N	actor,producer,composer	tt0783640,tt0077416,tt0079261,tt0120863
nm0001699	Telly Savalas	1922	1994	actor,director,writer	tt0069599,tt0064757,tt0065938,tt0077294
nm0001700	Nancy Savoca	1959	\N	director,writer,producer	tt0098528,tt0359161,tt0116607,tt0138279
nm0001701	Devon Sawa	1978	\N	actor,producer,director	tt0195714,tt0138510,tt0114011,tt0112642
nm0001702	Roy Scheider	1932	2008	actor,producer,soundtrack	tt0073195,tt0078754,tt0067116,tt0077766
nm0001703	Maximilian Schell	1930	2014	actor,director,writer	tt0055031,tt0078869,tt0120877,tt0120647
nm0001704	Vincent Schiavelli	1948	2005	actor,archive_footage	tt0120347,tt0099653,tt0083929,tt0086856
nm0001705	Rob Schneider	1963	\N	actor,writer,producer	tt0205000,tt0302640,tt0255798,tt0367652
nm0001706	Michael Schoeffling	1960	\N	actor,archive_footage	tt0088128,tt0100140,tt0103262,tt0090270
nm0001707	Paul Schrader	1946	\N	writer,director,producer	tt6053438,tt11196036,tt0118564,tt0075314
nm0001708	Joel Schumacher	1939	2020	director,writer,producer	tt0293508,tt0118688,tt0134273,tt0183649
nm0001709	Til Schweiger	1963	\N	actor,producer,director	tt0361748,tt0119472,tt0960790,tt1700258
nm0001710	David Schwimmer	1966	\N	actor,director,producer	tt0108778,tt0120828,tt0488085,tt1277953
nm0001711	Annabella Sciorra	1960	\N	actress,producer,archive_footage	tt0104389,tt0102175
nm0001712	Tracy Scoggins	\N	\N	actress,writer,producer	tt0871427,tt0106145,tt0106057,tt0149437
nm0001713	Izabella Scorupco	1970	\N	actress,archive_footage	tt0113189,tt0253556,tt0190865,tt0204313
nm0001714	Campbell Scott	1961	\N	actor,producer,director	tt0115678,tt0299117,tt0105415,tt1872181
nm0001715	George C. Scott	1927	1999	actor,director,producer	tt0066206,tt0054997,tt0080516,tt0099528
nm0001716	Tony Scott	1944	2012	producer,director,actor	tt0421054,tt0477080,tt0092099,tt0108399
nm0001717	Kyle Secor	1957	\N	actor,director,archive_footage	tt0106028,tt0101587,tt0109676,tt0102945
nm0001718	Kyra Sedgwick	1965	\N	actress,producer,director	tt0458253,tt0117333,tt0361127,tt0114496
nm0001719	George Segal	1934	2021	actor,producer,soundtrack	tt0061184,tt1190080,tt0097778,tt0066195
nm0001720	Ivan Sergei	1971	\N	actor,director,writer	tt0120777,tt0207889,tt0284718,tt7335154
nm0001721	Chloë Sevigny	\N	\N	actress,director,writer	tt9848536,tt0421030,tt0171804,tt8695030
nm0001722	Rufus Sewell	1967	\N	actor,soundtrack,archive_footage	tt0118929,tt0443543,tt0183790,tt7549996
nm0001723	Tom Shadyac	1958	\N	producer,director,actor	tt0117218,tt0259288,tt1741225,tt0109040
nm0001724	Tony Shalhoub	1953	\N	actor,producer,director	tt0312172,tt0243133,tt1291150,tt0120912
nm0001725	Omar Sharif	1932	2015	actor,writer,producer	tt0056172,tt0059113,tt0329388,tt0088286
nm0001726	Helen Shaver	1951	\N	actress,director,producer	tt0089015,tt0078767,tt0115317,tt0095489
nm0001727	Robert Shaw	1927	1978	actor,writer,miscellaneous	tt0073195,tt0060665,tt0070735,tt0057076
nm0001728	Wallace Shawn	1943	\N	actor,writer,producer	tt0082783,tt0093779,tt0317705,tt0120434
nm0001729	Craig Sheffer	1960	\N	actor,producer,director	tt0105265,tt0100260,tt0106912,tt0094006
nm0001730	Deborah Shelton	1948	\N	actress,music_department,writer	tt0086984,tt0108143,tt0111191,tt0107668
nm0001731	Sam Shepard	1943	2017	actor,writer,director	tt1322269,tt0265086,tt1935179,tt0086197
nm0001732	Cybill Shepherd	1950	\N	actress,producer,writer	tt0111932,tt0088571,tt0067328,tt0075314
nm0001733	Nicollette Sheridan	1963	\N	actress,producer,writer	tt0410975,tt0078638,tt0117723,tt0462229
nm0001734	Armin Shimerman	1949	\N	actor,writer,soundtrack	tt0106145,tt0091209,tt1094581,tt1430111
nm0001735	Talia Shire	1946	\N	actress,producer,director	tt0075148,tt0068646,tt0089927,tt0071562
nm0001736	Pauly Shore	1968	\N	actor,writer,producer	tt0104187,tt0115683,tt0284674,tt0108186
nm0001737	Martin Short	1950	\N	actor,writer,producer	tt0093260,tt0452681,tt1791528,tt0092086
nm0001738	Jonathan Silverman	1966	\N	actor,miscellaneous,producer	tt0098627,tt0090774,tt1870372,tt0106188
nm0001739	Jean Simmons	1929	2010	actress,soundtrack,archive_footage	tt0048140,tt0054331,tt0040416,tt0085101
nm0001740	O.J. Simpson	1947	2024	actor,producer,archive_footage	tt0110622,tt0095705,tt0102510,tt0072308
nm0001741	Bryan Singer	1965	\N	producer,director,actor	tt0120903,tt0114814,tt1877832,tt0348150
nm0001742	Lori Singer	\N	\N	actor,writer,director	tt0087277,tt0108122,tt2111478
nm0001743	Marc Singer	1948	\N	actor,director,miscellaneous	tt0083630,tt0101412,tt0085106,tt0086822
nm0001744	Tom Sizemore	1961	2023	actor,producer,writer	tt0120815,tt0265086,tt0120004,tt0113277
nm0001745	Stellan Skarsgård	\N	\N	actor,producer,writer	tt0119217,tt1937390,tt2382009,tt0795421
nm0001746	Ione Skye	1970	\N	actress,writer,director	tt0098258,tt0113101,tt0091860,tt0332047
nm0001747	Charles Martin Smith	1953	\N	actor,director,writer	tt1564349,tt0094226,tt0069704,tt0086005
nm0001748	Kurtwood Smith	1943	\N	actor,producer,soundtrack	tt0093870,tt0115759,tt0102975,tt0165598
nm0001749	Maggie Smith	1934	\N	actress,soundtrack,archive_footage	tt0280707,tt0091867,tt3722070,tt1412386
nm0001750	Madolyn Smith Osborne	1957	\N	actress	tt0086837,tt0086873,tt0081696,tt0095188
nm0001751	Jimmy Smits	1955	\N	actor,producer,soundtrack	tt0121766,tt0106079,tt3748528,tt1321510
nm0001752	Steven Soderbergh	1963	\N	producer,director,cinematographer	tt0098724,tt0181865,tt1291580,tt0195685
nm0001753	P.J. Soles	1950	\N	actress,producer,camera_department	tt0077651,tt0074285,tt0079813,tt0081375
nm0001754	Todd Solondz	1959	\N	director,writer,actor	tt0114906,tt0147612,tt0808526,tt4144190
nm0001755	Suzanne Somers	1946	2023	actress,composer,producer	tt0075596,tt0111127,tt0092449,tt0101205
nm0001756	Barry Sonnenfeld	1953	\N	producer,director,cinematographer	tt0119654,tt0120891,tt1409024,tt0106220
nm0001757	Kevin Sorbo	1958	\N	actor,producer,director	tt5804314,tt1714827,tt0213327,tt0110016
nm0001758	Timothy Spall	1957	\N	actor,producer,writer	tt2473794,tt0408236,tt0117589,tt1226271
nm0001759	Vincent Spano	\N	\N	actor,director,producer	tt0085208,tt0106246,tt0088960,tt0086216
nm0001760	Tori Spelling	1973	\N	actress,producer,music_department	tt0257106,tt0162710,tt0098749,tt0119324
nm0001761	Jerry Springer	1944	2023	producer,writer,actor	tt0421054,tt0145660,tt0165494,tt0402127
nm0001762	Jill St. John	1940	\N	actress,soundtrack,archive_footage	tt0066995,tt0060801,tt0057683,tt0059390
nm0001763	Nick Stahl	1979	\N	actor,producer,assistant_director	tt0401792,tt0181852,tt0107501,tt0247425
nm0001764	John Stamos	1963	\N	actor,producer,music_department	tt0092359,tt4465368,tt3986586,tt0262994
nm0001765	Harry Dean Stanton	1926	2017	actor,soundtrack,archive_footage	tt5859238,tt0078748,tt0087995,tt0120689
nm0001766	Barbara Stanwyck	1907	1990	actress,soundtrack,archive_footage	tt0036775,tt0033373,tt0040823,tt0032080
nm0001767	Imelda Staunton	1956	\N	actress,soundtrack,archive_footage	tt0383694,tt0373889,tt3169706,tt0138097
nm0001768	Rod Steiger	1925	2002	actor,soundtrack,archive_footage	tt0061811,tt0047296,tt0059575,tt0067140
nm0001769	Howard Stern	1954	\N	producer,actor,writer	tt0474499,tt0119951,tt2248835,tt0103466
nm0001770	Fisher Stevens	1963	\N	actor,producer,director	tt0091949,tt0113243,tt0096101,tt0108255
nm0001771	Stella Stevens	1938	2023	actress,director,producer	tt0069113,tt0060980,tt0057372,tt0063800
nm0001772	Patrick Stewart	1940	\N	actor,producer,director	tt3315342,tt0117731,tt0120844,tt0092455
nm0001773	David Ogden Stiers	1942	2018	actor,director,miscellaneous	tt0068098,tt0101414,tt0114148,tt0275847
nm0001774	Ben Stiller	1965	\N	producer,actor,director	tt0942385,tt0196229,tt1608290,tt0359950
nm0001775	Whit Stillman	1952	\N	director,writer,actor	tt3068194,tt0100142,tt0109219,tt0120728
nm0001776	Sting	1951	\N	music_artist,actor,composer	tt0120917,tt0087182,tt1608290,tt0159365
nm0001777	Dean Stockwell	1936	2021	actor,director,writer	tt0096684,tt0095593,tt0087884,tt0052700
nm0001778	Matt Stone	1971	\N	music_department,writer,producer	tt0121955,tt0158983,tt0372588,tt0124819
nm0001779	Tom Stoppard	1937	\N	writer,script_department,producer	tt0138097,tt0088846,tt0100519,tt1781769
nm0001780	Peter Stormare	1953	\N	actor,writer,producer	tt0116282,tt0355295,tt0360486,tt0120591
nm0001781	Julie Strain	1962	2021	actress,producer,director	tt0109254,tt0119273,tt0110622,tt0106922
nm0001782	Susan Strasberg	1938	1999	actress,archive_footage	tt0048491,tt0052961,tt0055505,tt0076636
nm0001783	Sally Struthers	1947	\N	actress,music_department,soundtrack	tt0066626,tt0068638,tt0065724,tt0238784
nm0001784	Gloria Stuart	1910	2010	actress,soundtrack,archive_footage	tt0120338,tt0024184,tt0023293,tt0030657
nm0001785	Kristy Swanson	1969	\N	actress,producer,soundtrack	tt0103893,tt0091042,tt0093036,tt0117331
nm0001786	George Takei	1937	\N	actor,miscellaneous,writer	tt0060028,tt0102975,tt0088170,tt0084726
nm0001787	Jeffrey Tambor	1944	\N	actor,soundtrack,archive_footage	tt3502262,tt0367279,tt0167190,tt1092026
nm0001788	Jessica Tandy	1909	1994	actress,soundtrack,archive_footage	tt0097239,tt0101921,tt0092494,tt0056869
nm0001789	Andrei Tarkovsky	1932	1986	miscellaneous,writer,director	tt0091670,tt0069293,tt0086022,tt0060107
nm0001790	Sharon Tate	1943	1969	actress,soundtrack,archive_footage	tt0062430,tt0065225,tt0061634,tt0061655
nm0001791	Robert Taylor	1911	1969	actor,director,soundtrack	tt0041207,tt0043949,tt0033774,tt0033238
nm0001792	Rod Taylor	1930	2015	actor,music_department,writer	tt0361748,tt0056869,tt0054387,tt0055254
nm0001793	Heather Thomas	1957	\N	actress,archive_footage	tt0084945,tt0081859,tt1684562,tt0092812
nm0001794	Henry Thomas	1971	\N	actor,producer,composer	tt0083866,tt0331811,tt0110322,tt0217505
nm0001795	Jonathan Taylor Thomas	1981	\N	actor,director,soundtrack	tt0110357,tt0101120,tt0112302,tt0115472
nm0001796	Richard Thomas	1951	\N	actor,director,producer	tt0068149,tt0080421,tt0099864,tt0185014
nm0001797	Rachel Ticotin	1958	\N	actress,miscellaneous,archive_footage	tt0100802,tt0118880,tt0106856,tt0406759
nm0001798	Kevin Tighe	1944	\N	actor,director,stunts	tt0098206,tt0097637,tt0099044,tt0068067
nm0001799	John Toll	1952	\N	cinematographer,camera_department,producer	tt0325710,tt0112573,tt0120863,tt0110322
nm0001800	Rip Torn	1931	2019	actor,director,producer	tt0119654,tt0240515,tt0103466,tt0074851
nm0001801	Robert Towne	1934	\N	writer,producer,actor	tt0071315,tt0117060,tt0070290,tt0096244
nm0001802	Nancy Travis	1961	\N	actress,producer,soundtrack	tt0108174,tt0108473,tt0098966,tt0109936
nm0001803	Danny Trejo	1944	\N	actor,producer,miscellaneous	tt0985694,tt0116367,tt1424381,tt2002718
nm0001804	Stanley Tucci	1960	\N	actor,producer,writer	tt0115678,tt1895587,tt0380510,tt1135503
nm0001805	Lana Turner	1921	1995	actress,producer,soundtrack	tt0060645,tt0050839,tt0038854,tt0071988
nm0001806	John Turturro	1957	\N	actor,writer,producer	tt2258345,tt0101410,tt0110932,tt0190590
nm0001807	Cicely Tyson	1924	2021	actress,producer,soundtrack	tt1454029,tt0422093,tt0101921,tt0069303
nm0001808	Tracey Ullman	1959	\N	actress,writer,producer	tt0092469,tt0196216,tt0109348,tt2180411
nm0001809	Jay Underwood	1968	\N	actor,archive_footage	tt0090768,tt0093649,tt0098554,tt0185155
nm0001810	Robert Urich	1946	2002	actor,producer,writer	tt0096639,tt0070355,tt0087451,tt0077093
nm0001811	Peter Ustinov	1921	2004	actor,writer,director	tt0054331,tt0077413,tt0074812,tt0055796
nm0001812	Lee Van Cleef	1925	1989	actor,soundtrack,archive_footage	tt0082340,tt0060196,tt0059578,tt0056217
nm0001813	Dick Van Dyke	1925	\N	actor,producer,writer	tt0058331,tt5028340,tt0054533,tt0062803
nm0001814	Gus Van Sant	1952	\N	director,producer,actor	tt0363589,tt0842929,tt0097240,tt0102494
nm0001815	Jim Varney	1949	2000	actor,writer,soundtrack	tt0092974,tt0230011,tt0114709,tt0095107
nm0001816	Robert Vaughn	1932	2016	actor,director,archive_footage	tt0054047,tt0062765,tt0072308,tt0086393
nm0001817	Reginald VelJohnson	1952	\N	actor,writer,producer	tt0095016,tt0087332,tt0099423,tt0096579
nm0001818	Jesse Ventura	1951	\N	actor,producer,soundtrack	tt0093773,tt0118688,tt0093894,tt0106697
nm0001819	Petra Verkaik	1966	\N	actress,producer,miscellaneous	tt0212879,tt0102733,tt0127643,tt0106323
nm0001820	Abe Vigoda	1921	2016	actor,archive_footage	tt0068646,tt0119215,tt0072472,tt0071562
nm0001821	Jan-Michael Vincent	1945	2019	actor,producer,soundtrack	tt0072705,tt0068931,tt0075393,tt0118789
nm0001822	Robert Wagner	1930	\N	actor,producer,soundtrack	tt0072308,tt0295178,tt0118655,tt0120890
nm0001823	Tom Waits	1949	\N	music_artist,actor,composer	tt1931533,tt6412452,tt0090967,tt0108122
nm0001824	Ally Walker	1961	\N	actress,writer,producer	tt0105698,tt0115322,tt0114924,tt0116756
nm0001825	Andrew Kevin Walker	1964	\N	writer,actor,producer	tt1136617,tt0114369,tt14636170,tt0162661
nm0001826	M. Emmet Walsh	1935	2024	actor,producer,stunts	tt0083658,tt0086979,tt0079367,tt0119738
nm0001827	Ray Walston	1914	2001	actor,soundtrack,archive_footage	tt0081353,tt0083929,tt0070735,tt0064782
nm0001828	Melora Walters	1960	\N	actress,director,writer	tt0175880,tt0118749,tt0097165,tt0289879
nm0001829	Rachel Ward	1957	\N	actress,director,writer	tt0085101,tt0086859,tt0083064,tt0083798
nm0001830	Sophie Ward	1964	\N	actress,soundtrack,archive_footage	tt0090357,tt1169809,tt1229822,tt0104181
nm0001831	David Warner	1941	2022	actor,producer,soundtrack	tt0120338,tt0102975,tt0084827,tt0113409
nm0001832	Sam Waterston	1940	\N	actor,producer,director	tt0087553,tt0071577,tt0098844,tt0111127
nm0001833	Emily Watson	1967	\N	actress,producer,soundtrack	tt0280707,tt0115751,tt0272338,tt0289765
nm0001834	Damon Wayans	1960	\N	writer,actor,producer	tt0273855,tt0102266,tt0110443,tt0104897
nm0001835	Carl Weathers	1948	2024	actor,director,producer	tt0093773,tt0075148,tt0116483,tt0089927
nm0001836	Steven Weber	1961	\N	actor,producer,writer	tt0118460,tt0112896,tt0105414,tt0098948
nm0001837	Peter Weir	1944	\N	director,writer,producer	tt0311113,tt1023114,tt0090329,tt0120382
nm0001838	Rachel Weisz	1970	\N	actress,producer,director	tt0387131,tt3464902,tt6108178,tt3312830
nm0001839	Tuesday Weld	1943	\N	actress,soundtrack,archive_footage	tt0087843,tt0083190,tt0106856,tt0069098
nm0001840	Ming-Na Wen	1963	\N	actress,soundtrack,archive_footage	tt0120762,tt2364582,tt0111301,tt0173840
nm0001841	George Wendt	1948	\N	actor,director,producer	tt0083399,tt0089155,tt0091223,tt0104291
nm0001842	Adam West	1928	2017	actor,director,miscellaneous	tt0059968,tt0060153,tt0371606,tt0157503
nm0001843	James Whale	1889	1957	director,miscellaneous,art_director	tt0026138,tt0024184,tt0021884,tt0028249
nm0001844	Frank Whaley	1963	\N	actor,director,writer	tt0115759,tt0110912,tt0101761,tt0452702
nm0001845	Forest Whitaker	1961	\N	actor,producer,director	tt0455590,tt1327773,tt0185183,tt1825683
nm0001846	Vanna White	1957	\N	actress,producer,archive_footage	tt0072584,tt0110622,tt0106761,tt0095230
nm0001847	Richard Widmark	1914	2008	actor,producer,director	tt0039536,tt0053580,tt0071877,tt0055031
nm0001848	Dianne Wiest	1946	\N	actress,soundtrack,archive_footage	tt0115685,tt0091167,tt0109348,tt0099487
nm0001849	Kathleen Wilhoite	1964	\N	actress,music_department,composer	tt0119051,tt0098206,tt0109456,tt0106912
